id	unit	characters	pinyin	meaning	subunit	course
441	53	今天 这么 热 ， 你 能 打开 窗户 吗	jīntiān zhème rè, nǐ néng dǎkāi chuānghù ma	it's so hot today, can you open the window	1	hsk
443	53	我 觉得 我 的 手机 掉 到 沙发 下面 了 ， 你 能 检查 一下 吗	wǒ juédé wǒ de shǒujī diào dào shāfā xiàmiànle, nǐ néng jiǎnchá yīxià ma	I think my phone fell under the sofa, could you please check	3	hsk
444	53	洗衣机 坏了 ， 需要 修 一下	xǐyījī huàile, xūyào xiū yīxià	the washing machine is broken, it needs a bit of fixing	3	hsk
445	53	我 搬家 了 ， 这 是 我 的 新 地址	wǒ bānjiāle, zhè shì wǒ de xīn dìzhǐ	I moved, this is my new address	4	hsk
446	53	我们 的 牙膏 用完 了 ， 你 明天 可以 买 一些 吗	wǒmen de yágāo yòng wánliǎo, nǐ míngtiān kěyǐ mǎi yīxiē ma	we have used up the toothpaste, can you buy some tomorrow	4	hsk
447	53	我们 搬家 后 需要 买 些 新 的 家具	wǒmen bānjiā hòu xū yāo mǎi xiē xīn de jiājù	after we move, we need to buy some new furniture	4	hsk
448	54	护士 轻轻 地 为 病人 打针	hùshì qīng qīng dì wéi bìngrén dǎzhēn	the nurse gently gave the patient an injection	3	hsk
449	54	他 吃 得 太 快 ， 现在 肚子 疼	tā chī dé tài kuài, xiànzài dùzi téng	he ate too fast, now his stomach hurts	2	hsk
450	54	我 今天 好像 没有 精神 ， 我 感到 非常 难受	wǒ jīntiān hǎoxiàng méiyǒu jīngshén, wǒ gǎndào fēicháng nánshòu	it seems as if I don't have energy today, I feel very uncomfortable.	2	hsk
451	54	他 一定 是 感冒 了 ， 他 今天 咳嗽 得很 厉害	tā yīdìng shì gǎnmàole, tā jīntiān késòu dé hěn lìhài	he must have caught a cold, he has been coughing severely today	1	hsk
452	51	我们 的 办公室 在 底层	wǒmen de bàngōngshì zài dǐcéng	our office is at the ground floor	4	hsk
453	54	她 坐 在 太阳 底下 太 久 ， 皮肤 都 变红 了	tā zuò zài tàiyáng dǐxia tài jiǔ, pífū dōu biàn hóngle	she sat under the sun for too long, her skin turned red	1	hsk
454	55	信用卡 购物 非常 方便	xìnyòngkǎ gòuwù fēicháng fāngbiàn	shopping with a credit card is very convenient	1	hsk
455	55	这个 市场 的 售货员 很 友好	zhège shìchǎng de shòuhuòyuán hěn yǒuhǎo	the salespeople at this market are very friendly	2	hsk
456	55	我们 为 每 位 顾客 提供 免费 的 塑料袋	wǒmen wèi měi wèi gùkè tígōng miǎnfèi de sùliào dài	we provide free plastic bags for every customer	1	hsk
457	55	这 件 衬衫 的 价格 是 差不多 一 百 人民币	zhè jiàn chènshān de jiàgé shì chàbùduō yībǎi rénmínbì	the price of this shirt is around one hundred RMB 	2	hsk
458	56	父亲 正在 抱 他 的 儿童	fùqīn zhèngzài bào tā de értóng	the father is holding his child	1	hsk
459	56	母亲 和 父亲 都 非常 喜欢 他们 的 孙子	mǔqīn hé fùqīn dōu fēicháng xǐhuān tāmen de sūnzi	both mother and father really like their grandson	1	hsk
460	56	他 是 我 的 远亲 戚	tā shì wǒ de yuǎn qīnqī	he is my distant relative	2	hsk
461	56	所有 亲戚 都 对 新 孩子 的 性别 很 感兴趣	suǒyǒu qīnqī dōu duì xīn háizi dì xìngbié hěn gǎn xìngqù	all relatives are interested in the gender of the new baby	2	hsk
462	57	这 本 小说 的 作者 使用 了 复杂 的 语言	zhè běn xiǎoshuō de zuòzhě shǐyòngle fùzá de yǔyán	the author of this novel uses complex language	5	hsk
463	57	如果 你 想 提高 中文 语法 水平 ， 就 需要 多 阅读 中文 小说 和 杂志	rúguǒ nǐ xiǎng tígāo zhōngwén yǔfǎ shuǐpíng, jiù xūyào duō yuèdú zhōngwén xiǎoshuō he zázhì	if you want to improve your Chinese grammar proficiency, you need to read more Chinese novels and magazines	4	hsk
465	57	中文 变得 流利 后 ， 我 可以 轻松 翻译 很 多 书	zhōngwén biàn dé liúlì hòu, wǒ kěyǐ qīngsōng fānyì hěnduō shū	after becoming fluent in Chinese, I can easily translate many books	4	hsk
466	57	那 本 书 是 由 谁 写 的	nà běn shū shì yóu shéi xiě de	who is that book written by	5	hsk
467	57	  这 本 书 真的 很 好 ， 我 已经 读 到 一 百 页 了	zhè běn shū zhēn de hěn hǎo, wǒ yǐjīng dú dào yībǎi yèle	This book is really good, I've already read one hundred pages	1	hsk
468	57	当 我 读 中文 小说 时 ， 我 身边 总是 有 一 本 词典	dāng wǒ dú zhōngwén xiǎoshuō shí, wǒ shēnbiān zǒng shì yǒuyī běn cídiǎn	when I read Chinese novels, I always have a dictionary next to me	3	hsk
469	58	我 需要 向 大使馆 申请 签证	Wǒ xūyào xiàng dàshǐguǎn shēnqǐng qiānzhèng	I need to apply for a visa at the embassy	1	hsk
470	58	合格 的 律师 必须 熟悉 所有 法律 标准	hégé de lǜshī bìxū shúxī suǒyǒu fǎlǜ biāozhǔn	a qualified lawyer must be familiar with all legal standards	2	hsk
471	59	在 过去 的 一 年 里 ， 他 的 乒乓球 能力 逐渐 超过 了 他 的 朋友	zài guòqù de yī nián lǐ, tā de pīngpāng qiú nénglì zhújiàn chāoguòle tā de péngyǒu	over the past year, his table tennis ability has gradually surpassed his friend's	2	hsk
472	59	打 网球 需要 很 多 力气	dǎ wǎngqiú xūyào hěnduō lìqì	playing tennis requires a lot of strength	4	hsk
473	59	他 是 因为 打 羽毛球 而 满身 大汗	tā shì yīnwèi dǎ yǔmáoqiú ér mǎn shēn dà hàn	he is full of sweat from playing badminton	1	hsk
474	59	尽管 他 很 努力 ， 但 还是 输掉 了 比赛	jǐnguǎn tā hěn nǔlì, dàn háishì shū diàole bǐsài	despite his efforts he still lost the match	1	hsk
475	60	如果 来得及 ， 我 将会 提前 做 好 所有 准备	rúguǒ láidéjí, wǒ jiāng huì tíqián zuò hǎo suǒyǒu zhǔnbèi	if I have time, I will make all preparations in advance	2	hsk
476	60	她 刚刚 来到 ， 我 就要 离开 了 ， 实在 是 来不及 见面 了	she just arrived and I have to leave, there's really no time to meet	tā gānggāng lái dào, wǒ jiù yào líkāile, shízài shì láibují jiànmiànle	3	hsk
478	60	对 那些 大学生 来说 ， 他们 往往 关心 自己 的 将来 职业	duì nàxiē dàxuéshēng lái shuō, tāmen wǎngwǎng guānxīn zìjǐ de jiānglái zhíyè	for those college students, they often care about their future careers	1	hsk
479	60	我 和 她 偶尔 会 在 午饭 时间 见面	wǒ hé tā ǒu'ěr huì zài wǔfàn shíjiān jiànmiàn	she and I occasionally meet at lunchtime	3	hsk
480	61	我 已经 收到 她 的 聚会 邀请	wǒ yǐjīng shōu dào tā de jùhuì yāoqǐng	I have already received her party invitation	2	hsk
481	61	今晚 的 派对 ， 我们 需要 正式 打扮	jīn wǎn de pàiduì, wǒmen xūyào zhèngshì dǎbàn	for tonight's party, we need to dress formally	2	hsk
483	61	母亲 为 祝贺 我 毕业 ， 决定 在家 里 请客 吃饭	mǔqīn wèi zhùhè wǒ bìyè, juédìng zài jiālǐ qǐngkè chīfàn	to celebrate my graduation, my mother has decided to host a dinner at home	1	hsk
484	61	每当 新年 晚上 到来 时 ， 我们 家里 总是 很 热闹	měi dāng xīnnián wǎnshàng dàolái shí, wǒmen jiālǐ zǒng shì hěn rènào	Whenever New Year's Eve arrives, our home is always very lively	1	hsk
485	62	他 在 镜子 中看 到 自己 的 样子 ， 决定 开始 减肥	tā zài jìngzi zhòng kàn dào zìjǐ de yàngzi, juédìng kāishǐ jiǎnféi	he saw his appearance in the mirror and decided to start losing weight	2	hsk
486	62	我 明天 要 去 理发	wǒ míngtiān yào qù lǐfǎ	I will go get a haircut tomorrow	2	hsk
487	62	她 的 裙子 吸引 了 很 多 人 的 注意	tā de qúnzi xīyǐnle hěnduō rén de zhùyì	her dress attracted a lot of people's attention	1	hsk
488	63	咱们 在 公园 的 约会 非常 浪漫	zánmen zài gōngyuán de yuēhuì fēicháng làngmàn	our date at the park was very romantic	1	hsk
489	63	她 给 我 留下 她 的 联系 电话	tā gěi wǒ liú xià tā de liánxì diànhuà	she left me her contact number	3	hsk
490	66	这个 消息 是 我 从 今天 早上 的 新闻 广播 中 得知 的	zhège xiāoxī shì wǒ cóng jīntiān zǎoshang de xīnwén guǎngbò zhōng dé zhī de	I learned this news from the broadcast this morning	3	hsk
491	94	这位 著名 演员 今晚 将 在 电视 上演 出 京剧	zhè wèi zhùmíng yǎnyuán jīn wǎn jiàng zài diànshì shàng yǎnchū jīngjù	the famous actor will perform Peking Opera on TV tonight	1	hsk
492	66	电视 上 太 多 的 广告 引起 了 观众 不满	diànshì shàng tài duō de guǎnggào yǐnqǐle guānzhòng bùmǎn	too many ads on TV have caused viewer dissatisfaction	1	hsk
493	66	记者报道 了 今天 的 新闻	jìzhě bàodàole jīntiān de xīnwén	the reporter reported today's news	2	hsk
494	57	这 本 小说 有 很 多 对话	zhè běn xiǎoshuō yǒu hěnduō duìhuà	this novel has a lot of dialog	1	hsk
497	70	他们 通过 写作 来 表达 了 自己 的 意见	tāmen tōngguò xiězuò lái biǎodále zìjǐ de yìjiàn	they expressed their opinions through writing	1	hsk
498	70	见面 时 ， 他 和 我 互相 握手	jiànmiàn shí, tā hé wǒ hùxiāng wòshǒu	when we met, he and I shook hands with each other	2	hsk
499	70	在 会议 上 ， 所有 人 都 可以 互相 交流 看法	aài huìyì shàng, suǒyǒu rén dōu kěyǐ hù xiàng jiāoliú kànfǎ	in the meeting, everyone can exchange their views with each other	2	hsk
500	70	在 课 后 ， 学生 们 开始 讨论 作业 题	zài kè hòu, xuéshēngmen kāishǐ tǎolùn zuòyè tí	after class, the students started discussing the homework questions	3	hsk
501	70	在 喝 下午茶 的 时候 ， 我们 喜欢 聊天	zài hē xiàwǔ chá de shíhòu, wǒmen xǐhuān liáotiān	while having afternoon tea, we like to chat	3	hsk
502	71	我们 的 老师 对 我们 非常 严格	wǒmen de lǎoshī duì wǒmen fēicháng yángé	our teacher is very strict with us	1	hsk
503	66	这个 电影 真 无聊	zhège diànyǐng zhēn wúliáo	This movie is really boring	3	hsk
504	71	他 是 一 个 非常 笨 的 孩子	tā shì yīgè fēicháng bèn de háizi	he is a very stupid child	1	hsk
505	71	他 的 工作 态度 太 马虎 了	tā de gōngzuò tàidù tài mǎhǔle	his work attitude is too careless	1	hsk
506	71	孩子们 需要 耐心 教育	háizimen xūyào nàixīn jiàoyù	children need patient education	3	hsk
507	71	他 今天 看起来 特别 懒	tā jīntiān kàn qǐlái tèbié lǎn	he looks particularly lazy today	3	hsk
508	94	听到 众人 为 他 鼓掌 ， 他 看起来 十分 得意	tīng dào zhòngrén wéi tā gǔzhǎng, tā kàn qǐlái shífēn déyì	hearing everyone applaud for him, he appeared very proud	2	hsk
509	94	他 的 演出 受到 了 很 多 表扬	tā de yǎnchū shòudàole hěnduō biǎoyáng	his performance received a lot of praise	2	hsk
510	71	在 生意 方面 ， 他 总是 很 诚实	zài shēngyì fāngmiàn, tā zǒng shì hěn chéngshí	in terms of business, he is always very honest.	3	hsk
511	93	我们 本来 计划 去 旅行 ， 可是 由于 一些 严重 的 困难 ， 不得不 推迟	wǒmen běnlái jìhuà qù lǚxíng, kěshì yóuyú yīxiē yánzhòng de kùnnán, bùdé bù tuīchí	we originally planned to go on a trip, but due to some serious difficulties, we had to postpone it	3	hsk
512	93	我们 的 计划 会 根据 情况 而 改变	wǒmen de jìhuà huì gēnjù qíngkuàng ér gǎibiàn	our plans will change according to the situation	2	hsk
513	93	抱歉 ， 我 今天 不能 和 你 一起 去 散步 了	bàoqiàn, wǒ jīntiān bùnéng hé nǐ yīqǐ qù sànbùle	sorry, I can't go for a walk with you today	1	hsk
514	93	我 想 提醒 你 ， 下周 末 我们 有 个 旅行 计划	wǒ xiǎng tíxǐng nǐ, xià zhōumò wǒmen yǒu gè lǚxíng jìhuà	I want to remind you that we have travel plans next weekend	1	hsk
515	93	我 明天 会 通知 他 计划 变化	wǒ míngtiān huì tōngzhī tā jìhuà biànhuà	 I will inform him about the changes to the plan tomorrow	1	hsk
516	92	成功 的 一 天后 ， 我 会 早点 睡觉	chénggōng de yī tiānhòu, wǒ huì zǎodiǎn shuìjiào	after a successful day, I will go to bed early	1	hsk
517	92	这 张 床 太 硬 了	zhè zhāng chuáng tài yìngle	this bed is too hard	2	hsk
518	92	我 大概 早上 六 点 起床	wǒ dàgài zǎoshang liù diǎn qǐchuáng	I get up at about six o'clock in the morning	2	hsk
519	92	你 喜欢 软 床 还是 硬 床	nǐ xǐhuān ruǎn chuáng háishì yìng chuáng	do you like soft beds or hard beds	2	hsk
520	92	昨晚 我 三 点 突然 醒 了	zuó wǎn wǒ sān diǎn túrán xǐngle	I woke up suddenly at three o'clock last night	1	hsk
521	92	我 每天 起床 都会 整理 床	wǒ měitiān qǐchuáng dūhuì zhěnglǐ chuáng	I make the bed every day when I get up	1	hsk
522	92	昨晚 我 做 了 一 个 好 梦	zuó wǎn wǒ zuòle yīgè hǎo mèng	I had a good dream last night	1	hsk
523	91	学校 距离 这里 五 公里	xuéxiào jùlí zhèlǐ wǔ gōnglǐ	the school is five kilometers from here	2	hsk
524	62	他 的 个子 很 高	tā de gèzi hěn gāo	he is very tall	1	hsk
525	91	我们 周围 都 是 美丽 的 自然 风景	wǒmen zhōuwéi dōu shì měilì de zìrán fēngjǐng	we are surrounded by beautiful natural scenery	3	hsk
526	91	路 对面 的 商店 已经 关门 了	lù duìmiàn de shāngdiàn yǐjīng guānménle	the store across the street is already closed	2	hsk
527	91	你 能 告诉 我去 图书馆 的 方向 吗	nǐ néng gàosù wǒ qù túshū guǎn de fāngxiàng ma	can you tell me the direction to the library	1	hsk
528	91	她 在 房间 里 到处 找 她 丢 的 手表	tā zài fángjiān lǐ dàochù zhǎo tā diū de shǒubiǎo	she searched all over her room for the watch that she lost	1	hsk
529	91	我们 的 会议 正在 学校 图书馆 内 进行	wǒmen de huìyì zhèngzài xuéxiào túshū guǎn nèi jìnxíng	our meeting is taking place in the school library	1	hsk
530	94	他们 都 被 她 的 演出 感动 了	tāmen dōu bèi tā de yǎnchū gǎndòngle	they were all moved by her performance	1	hsk
531	91	明天 晚上 我 可以 陪 你 去 公园 逛逛	míngtiān wǎnshàng wǒ kěyǐ péi nǐ qù gōngyuán guàng guàng	tomorrow night I can go with you for a stroll in the park	3	hsk
532	72	你 能 为 我 发 传真 到 这个 号码 吗	nǐ néng wéi wǒ fā chuánzhēn dào zhège hàomǎ ma	can you send a fax for me to this number	1	hsk
533	63	她 对 他 一直 有 很 深 的 感情	tā duì tā yīzhí yǒu hěn shēn de gǎnqíng	she always had very deep feelings for him	1	hsk
534	56	他 的 父母 很 老 了	tā de fùmǔ hěn lǎole	his parents are very old	2	hsk
535	84	我 的 父母 因为 我 的 学习 成绩 感到 很 烦恼	wǒ de fùmǔ yīnwèi wǒ de xuéxí chéngjī gǎndào hěn fánnǎo	my parents are very distressed about my academic performance	3	hsk
536	84	  如果 我们 不 马上 出发 ,   恐怕 火车 会 离开	rúguǒ wǒmen bù mǎshàng chūfā, kǒngpà huǒchē huì líkāi	If we don't set off at once, I'm afraid the train will depart	1	hsk
537	59	因为 失败 了 比赛 ， 他 非常 失望	yīnwèi shībàile bǐsài, tā fēicháng shīwàng	he was very disappointed because he lost the game	3	hsk
538	84	他 对 邻居 家 大 花园 深感 羡慕	tā duì línjū jiā dà huāyuán shēn gǎn xiànmù	he was deeply envious of his neighbor's big garden	1	hsk
539	47	寒假 里 ， 我 过得 十分 愉快	hánjià lǐ, wǒguò dé shífēn yúkuài	during the winter break, I had a very pleasant time	1	hsk
540	59	我 非常 有 信心 他 能 赢得 比赛	wǒ fēicháng yǒu xìnxīn tā néng yíngdé bǐsài	I'm very confident that he can win the match	3	hsk
541	84	考试 前 我 总是 感到 非常 紧张	kǎoshì qián wǒ zǒng shì gǎndào fēicháng jǐnzhāng	I always feel very nervous before exams	1	hsk
542	84	女孩 收到 礼物 后 ， 激动 地 跳 了 起来	nǚhái shōu dào lǐwù hòu, jīdòng dì tiàole qǐlái	after receiving the gift, the girl jumped up excitedly	1	hsk
543	84	今天 早上 我 心情 很 好	jīntiān zǎoshang wǒ xīnqíng hěn hǎo	I'm in a good mood this morning	3	hsk
544	92	我 感觉 很 累	wǒ gǎnjué hěn lèi	I feel very tired	2	hsk
545	80	温度 突然 下降 了 , 好像 要 下雨	wēndù túrán xiàjiàngle, hǎoxiàng yào xià yǔ	the temperature suddenly dropped, it seems as if it's going to rain	3	hsk
546	80	森林 的 气候 非常 湿润	sēnlín de qìhòu fēicháng shīrùn	the climate of the forest is very humid	1	hsk
547	80	今天 的 风 真 凉快	jīntiān de fēng zhēn liángkuai	the wind is really nice and cool today	2	hsk
548	80	每年 冬季 ， 空气 会 变得 更 干燥	měinián dōngjì, kōngqì huì biàn dé gèng gānzào	every winter, the air becomes more dry	3	hsk
549	80	今天 的 天气 真 暖和	jīntiān de tiānqì zhēn nuǎnhuo	the weather is really warm today	1	hsk
550	80	云 忽然 变暗 了	yún hūrán biàn ànle	the clouds suddenly darkened	1	hsk
551	79	禁止 在 这个 饭馆 抽烟	jìnzhǐ zài zhège fànguǎn chōuyān	smoking is prohibited in this restaurant	1	hsk
552	79	他 为了 早些 时候 打扰 他 哥哥 学习 道歉 了	tā wèile zǎo xiē shíhòu dǎrǎo tā gēgē xuéxí dàoqiànle	he apologized for disturbing his brother's study earlier	1	hsk
553	79	感谢 你 为 我 开门	gǎnxiè nǐ wèi wǒ kāimén	thank you for opening the door for me	3	hsk
554	82	按照 当地 人 的 看法 ， 这 是 城市 里 最好 的 饭馆	anzhào dāngdì rén de kànfǎ, zhè shì chéngshì lǐ zuì hǎo de fànguǎn	according to the locals' opinion, this is the best restaurant in the city	1	hsk
555	24	我 的 祖母 很 老 了	wǒ de zǔmǔ hěn lǎole	my grandmother is very old	3	hsk
556	29	在 你 家 附近 有 公园 吗	zài nǐ jiā fùjìn yǒu gōngyuán ma	is there a park near your home	1	hsk
557	82	首都 污染 严重	shǒudū wūrǎn yánzhòng	the capital has serious pollution	3	hsk
558	82	他 是 国际 学生	tā shì guójì xuéshēng	he is an international student	1	hsk
559	82	我 出生 在 农村	wǒ chūshēng zài nóngcūn	I was born in the countryside	3	hsk
560	42	我 在 图书馆 遇到 了 他	wǒ zài túshū guǎn yù dàole tā	I met him at the library	2	hsk
561	78	这些 饺子 真的 很 咸	zhèxiē jiǎozi zhēn de hěn xián	these dumplings are really salty	2	hsk
562	78	这 家 商店 有 最好 的 饮料	zhè jiā shāngdiàn yǒu zuì hǎo de yǐnliào	this store has the best drinks	2	hsk
563	78	这些 水果 还 没有 成熟	zhèxiē shuǐguǒ hái méiyǒu chéngshú	these fruits still aren't ripe yet	3	hsk
564	84	当 他 知道 他 的 爷爷 已经 死 了 ， 他 就 流泪 了	dāng tā zhīdào tā de yéyé yǐjīng sǐle, tā jiù liúlèile	when he found out that his grandfather had already died, he cried	3	hsk
565	84	他 竟然 放弃 了 比赛 ， 真是 太 可惜 了	tā jìngrán fàngqìle bǐsài, zhēnshi tài kěxíle	he actually gave up the match, it's really such a pity.	2	hsk
566	82	在 这个 城市 里 生活 不容 易	zài zhège chéngshì lǐ shēnghuó bù róngyì	life in this city is not easy	2	hsk
567	83	这个 工具 的 一 个 缺点 是 它 太 大	zhège gōngjù de yīgè quēdiǎn shì tā tài dà	one drawback of this tool is that it is too large	2	hsk
568	83	我 被 他 骗 去 买 了 一些 无用 的 东西	wǒ bèi tā piàn qù mǎile yīxiē wúyòng de dōngxī	I was tricked by him into buying some useless things	2	hsk
569	83	这 家公 司 制造 高质量 的 毛巾	zhè jiā gōngsī zhìzào gāo zhìliàng de máojīn	this company makes high quality towels	3	hsk
570	83	这 家公 司 非常 重视 材料 的 质量	zhè jiā gōngsī fēicháng zhòngshì cáiliào de zhìliàng	this company places great importance on the quality of materials	1	hsk
571	53	请 把 脏 衣服 放进 洗衣机	please put the dirty clothes in the washing machine	qǐng bǎ zàng yīfú fàng jìn xǐyījī	3	hsk
572	83	这 双 袜子 真 厚 ， 而且 很 暖和	zhè shuāng wàzi zhēn hòu, érqiě hěn nuǎnhuo	this pair of socks is really thick and very warm	1	hsk
573	83	我 的 袜子 破 了 ， 我 需要 买 一 双 新 的	wǒ de wàzi pòle, wǒ xū yāo mǎi yīshuāng xīn de	my socks are damaged, I need to buy a new pair	2	hsk
574	78	干杯	gānbēi	cheers	3	hsk
575	78	这 顿 饭 的 味道 非常 好	zhè dùn fàn de wèidào fēicháng hǎo	the taste of this meal is very good	1	hsk
576	78	他 为 聚会 打开 了 一 瓶 新 酒	tā wèi jùhuì dǎkāile yī píng xīnjiǔ	he opened a new bottle of wine for the party	1	hsk
577	78	这个 瓶子 里 有水	there is water in this bottle	zhège píngzi li yǒu shuǐ	1	hsk
578	78	我 要 一 份 蛋糕	wǒ yào yī fèn dàngāo	I want a portion of cake	3	hsk
579	55	他们 很 穷	tāmen hěn qióng	they are very poor	4	hsk
580	72	我 忘记 了 我 的 电脑 密码	wǒ wàngjìle wǒ de diànnǎo mìmǎ	I forgot my computer password	3	hsk
581	72	请 复印 这些 页	qǐng fùyìn zhèxiē yè	please photocopy these pages	2	hsk
582	72	请 打印 文章	qǐng dǎyìn wénzhāng	please print the article	2	hsk
583	72	这 是 我 最 喜欢 的 购物 网站	zhè shì wǒ zuì xǐhuān de gòuwù wǎngzhàn	this is my favorite shopping site	1	hsk
584	72	我 奶奶 不 太 会 用 技术	wǒ nǎinai bù tài huì yòng jìshù	my grandmother can not use technology so well	1	hsk
585	73	警察 的 责任 是 保护人 们 免 危险	jǐngchá de zérèn shì bǎohù rénmen miǎn wéixiǎn	the responsibility of the police is to protect people from danger	2	hsk
586	73	警方 正在 调查 火 的 原因	jǐngfāng zhèngzài diàochá huǒ de yuányīn	police are investigating the cause of the fire	1	hsk
587	62	她 喜欢 戴帽子	tā xǐhuān dài màozi	she likes wearing hats	1	hsk
588	84	我们 第一次 见面 时 她 很 害羞	wǒmen dì yī cì jiànmiàn shí tā hěn hàixiū	she was very shy when we first met	2	hsk
589	82	我们 当时 住 在 农村 ， 生活 很 辛苦	wǒmen dāngshí zhù zài nóngcūn, shēnghuó hěn xīnkǔ	we lived in the countryside at that time and life was very hard	2	hsk
590	47	我 从来没 去 过 中国	wǒ cónglái méi qùguò zhōngguó	I have never been to China	4	hsk
591	53	我 的 房间 是 他 的 两倍 大	wǒ de fángjiān shì tā de liǎng bèi dà	my room is twice as big as his	4	hsk
592	57	这 本 书 不仅 适合 孩子们 阅读 ， 甚至 大学生 都 适合	zhè běn shū bùjǐn shìhé háizimen yuèdú, shènzhì dàxuéshēng dōu shìhé	This book is not only suitable for children to read but even is suitable for university students as well	3	hsk
593	83	这 家公 司 的 所有 材料 都 符合标准 规定	zhè jiā gōngsī de suǒyǒu cáiliào dōu fúhé biāozhǔn guīdìng	all materials from this company comply with standard regulations	3	hsk
594	55	这 双 鞋子 很 合适 我	zhè shuāng xiézi hěn héshì wǒ	These shoes fit well for me	3	hsk
595	61	请 您 原谅 我 不能 参加 您 今晚 的 聚会	qǐng nín yuánliàng wǒ bùnéng cānjiā nín jīn wǎn de jùhuì	please forgive me for not being able to attend your party tonight	1	hsk
596	95	我 的 作业 我 已经 全部 完成 了	wǒ de zuòyè wǒ yǐjīng quánbù wánchéngle	I already completed all my homework	1	hsk
597	53	这个 房间 缺少 阳光	zhège fángjiān quēshǎo yángguāng	this room lacks sunlight	2	hsk
598	51	我 的 工作 压力 很 大	wǒ de gōngzuò yālì hěn dà	my work stress is very high	2	hsk
599	59	我 喜欢 运动 ， 尤其是 乒乓球	Wǒ xǐhuān yùndòng, yóuqí shì pīngpāng qiú	I like sports, especially ping pong	2	hsk
600	49	我们 在 图书馆 集合	wǒmen zài túshū guǎn jíhé	we are gathering at the library	2	hsk
601	71	她 是 活泼 的 小 女孩	tā shì huópō de xiǎo nǚhái	she is a lively little girl	2	hsk
602	49	我 在 学习 科学	wǒ zài xuéxí kēxué	I'm studying science	1	hsk
603	49	他 每天 都 很 注意 准时 上课	tā měitiān dū hěn zhùyì zhǔnshí shàngkè	he is careful to attend class on time every day	2	hsk
604	28	早上 突然 遇到 了 一 个 问题 ， 所以 我 迟到 了	zǎoshang túrán yù dàole yīgè wèntí, suǒyǐ wǒ chídàole	I suddenly encountered a problem in the morning, so I was late	3	hsk
605	40	如果 他 九 点 还 没 出现 ， 我们 就 会 离开	rúguǒ tā jiǔ diǎn hái méi chūxiàn, wǒmen jiù huì líkāi	If he doesn't show up by nine o'clock, we will leave	4	hsk
606	44	她 喝 了 半 杯 啤酒	tā hēle bàn bēi píjiǔ	she drank half a cup of beer	3	hsk
608	36	我们 打算 明年 结婚	wǒmen dǎsuàn míngnián jiéhūn	we plan to get married next year	2	hsk
609	36	在 他 生日 那天 客人 们 送 了 他 很多 礼物	zài tā shēngrì nèitiān kèrénmen sòngle tā hěnduō lǐwù	on his birthday the guests gave him many gifts	3	hsk
610	36	在 中国 文化 中 ， 春节 是非 常 重要 的 节日	zài zhōngguó wénhuà zhōng, chūnjié shì fēicháng zhòngyào de jiérì	In Chinese culture, the spring festival is a very important festival	1	hsk
611	36	如果 我 有 机会 ， 我 会 参加 你 的 生日	rúguǒ wǒ yǒu jīhuì, wǒ huì cānjiā nǐ de shēngrì	If I have the opportunity, I will attend your birthday	1	hsk
612	36	十位 客人 打算 参加 他 的 生日	shí wèi kèrén dǎsuàn cānjiā tā de shēngrì	ten guests plan to attend his birthday	1	hsk
613	31	这个 故事 是 关于 相信 自己	this story is about believing in oneself	zhège gùshì shì guānyú xiāngxìn zìjǐ	1	hsk
614	31	我 不 信 这个 故事	I don't believe this story	wǒ bùxìn zhège gùshì	1	hsk
615	89	身体强化丹	shēntǐ qiánghuà dān	body strengthening pill	1	wuxia
616	87	这位长老是我们宗门中最强的修炼者	zhè wèi cháng lǎo shì wǒmen zōng mén zhōng zuì qiáng de xiūliàn zhě	this elder is the strongest cultivator in our sect	2	hsk
617	87	只在淬体境界的他，內灵力实在弱	zhǐ zài cuì tǐ jìngjiè de tā, nèi líng lì shízài ruò	being only at the tempered body realm, his inner spiritual power is indeed weak	1	hsk
618	87	他是武院的弟子	tā shì wǔ yuàn de dìzǐ	he is a disciple of the martial arts academy	3	hsk
619	87	弟子在武院锻炼体力	dìzǐ zài wǔ yuàn duànliàn tǐlì	the disciples exercise physical strength at the martial arts academy	3	wuxia
620	96	弟子们用竹剑练习	dìzǐmen yòng zhú jiàn liànxí	the disciples practice with bamboo swords	1	wuxia
621	93	如果你对明天的计划有任何问题，请告诉我	rúguǒ nǐ duì míngtiān de jìhuà yǒu rènhé wèntí, qǐng gàosù wǒ	if you have any questions about tomorrow's plans, please let me know	3	hsk
622	96	他的刀片锋利无比，能切割穿透任何铠甲	tā de dāopiàn fēnglì wúbǐ, néng qiēgē chuāntòu rènhé kǎijiǎ	his blade is incomparably sharp, able to cut through and penetrate any armor	2	wuxia
623	96	他握住他的剑准备决斗	tā wò zhù tā de jiàn zhǔnbèi juédòu	he grips his sword and prepares for a duel	1	wuxia
624	96	一柄飞剑划过长空	yī bǐng fēi jiàn huàguò chángkōng	a flying sword streaks across the sky	3	wuxia
625	89	你要去那片古老的森林里采集灵芝	nǐ yào qù nà piàn gǔlǎo de sēnlín lǐ cǎijí língzhī	You need to go to that ancient forest to collect the lingzhi	2	wuxia
626	89	这颗灵药会滋养你的元神	zhè kē líng yào huì zīyǎng nǐ de yuán shén	this elixir will nourish your primordial spirit	3	wuxia
627	90	在突破到元婴期前，需要精心温养灵脉	zài túpò dào yuányīng qī qián, xūyào jīngxīn wēnyǎng língmài	before breaking through to the nascent soul stage, one needs to meticulously nourish the spiritual veins	2	wuxia
